kategori,subkategori,tanggal,jam,latitude,longitude,tempat kejadian,nama kapal,bendera kapal,jenis kapal,berat kapal,IMO,Call Sign,MMSI,status kapal,nama perusahaan,nama pemilik,pelabuhan terakhir,pelabuhan tujuan,kapten kapal,kewarganegaraan,jumlah kru,pok/org afiliasi,modus operandi,sumber_klasifikasi_berita,isi_berita,pemeriksa,kapal penangkap
Imigran Ilegal,,30/01/2015,08:30,132.5845713,2.14866886,Laut Halmahera,MV Erika,Lesotho,Kpl Selam,159,IMO 45181,AHD17174,46559,Layar,PT. Wira Andalan Sukses,Alexander Wendt,Tanjung Pura,Wasior,Feleti,Sao Tome & Principe,,,,A,6,TNI AL,Supply Ship
Imigran Ilegal,,30/05/2018,09:30,119.9335214,2.12729377,Laut Sulawesi,MV Virginian (T-AK 9205),Netherlands Antilles,Tongkang,127,IMO 15237,UZZ52424,63289,Layar,PT. Mitra Buana Express,Lucas Piazn,Ende,Rangga Ilung,Dolores del Ro,St. Lucia,,,,D,2,Bea Cukai,Kpl Peti Kemas/Container
Imigran Ilegal,,18/07/2015,01:25,122.3862669,2.38558538,Laut Sulawesi,SS Runic,New Caledonia,Kpl Ro-Ro,225,IMO 74717,MNI22916,64693,Sandar,PT. Andalan Mandiri Ekspress,Senit,Gorontalo,Beo,Clapton,Cyprus,,,,D,6,KKP,Kpl Nelayan
Imigran Ilegal,,30/01/2017,07:35,127.0597917,-5.6113983,Laut Banda,USS Arkab (AK-130),Botswana,Kpl Pengebor/Drillship,177,IMO 67624,WYY25174,51552,Lego,PT. Digdaya Galang Semesta,George Whitefield,Gilimanuk,Gilimanuk,Ernest Rutherford,Swaziland,,,,E,3,TNI AU,Survey/Kpl Survei
Imigran Ilegal,,19/01/2014,08:45,133.7809835,2.10261747,Laut Halmahera,MT Haven,Tanzania,Tongkang,176,IMO 45314,ECB191613,51476,Sandar,PT. Pesan Delivery Indonesia,Markus Hammerer,Asiki,Tarakan,Xiaochuan,Ecuador,,,,E,2,TNI AD,Kpl Pesiar
Imigran Ilegal,,10/12/2015,13:50,131.3267069,1.06724233,Laut Halmahera,Histria Coral,Andorra,Kpl Peti Kemas/Container,230,IMO 22585,BZQ231410,72963,Layar,PT. Dulangmas Tirta,Deguchi,Galela,Agats,Sik,Puerto Rico,,,,F,1,TNI AL,Kpl Pengeruk/Dredger
Imigran Ilegal,,31/07/2016,07:05,126.3247514,-5.96655361,Laut Banda,MV Avenue Star,St. Vincent & the Grenadines,Kpl Pemadam Kebakaran/Fireboat,121,IMO 38217,HKK22019,87254,Sandar,PT. Kereta Api Logistik,Nacer,Maumbawa,Karang Agung,Erik Cummins,Dominica,,,,A,5,Polri,Tanker
Imigran Ilegal,,20/07/2017,09:35,130.6258801,1.04795979,Laut Halmahera,MSC Monterey,Albania,Tanker,105,IMO 18486,LFU251623,43146,Sandar,PT. Lintas Expressindo Nusantara,Pastika,Poom,Teluk Palu,Betty Ford,Canada,,,,F,1,Polri,Kpl Pesiar
Imigran Ilegal,,09/01/2017,05:45,135.9575205,0.77600894,Laut Halmahera,USS Arided (AK-73),Montserrat,Kpl Kayu,241,IMO 55579,HOH171119,66462,Sandar,PT. Metta Kreasindo,Bruynseraede,Teluk Betung,Karimata,Vladimir Yuryevich Ivanov,Venezuela,,,,C,1,Bakamla,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,27/04/2016,18:55,121.3913348,2.39552069,Laut Sulawesi,MV Karen Danielsen,Jordan,Kpl Pengebor/Drillship,185,IMO 63376,ACU13514,96295,Lego,PT. Ekamatra Rizqi Anugrah,Cristiano Marques,Gilimanuk,Tanjung Batu/Kotabaru,Armin Veh,Indonesia,,,,B,2,TNI AD,Kpl Layar
Imigran Ilegal,,30/12/2018,00:05,130.3432025,-6.34058921,Laut Banda,SS Bardic,Gaza Strip,Kpl Pemadam Kebakaran/Fireboat,225,IMO 46875,XBM242124,17649,Sandar,PT. Chaya Hantaran Nusantara,Indra Malaon,Panarukan,Marsela,S. Sherman,Cook Is.,,,,E,1,TNI AU,Kpl Ikan
Imigran Ilegal,,06/08/2015,04:20,130.5924265,1.71312409,Laut Halmahera,CMA CGM Medea,Brazil,Tug Boat/Kpl Tunda,146,IMO 85474,LYE72020,85611,Lego,PT. Rekakurir Eka Dharma,Peter D. Lax,Beo,Bulukumba/Lappe'e,Gilles Simon,Czech Republic,,,,C,2,TNI AU,Survey/Kpl Survei
Imigran Ilegal,,26/11/2016,19:25,118.3143112,-7.45048695,Laut Flores,MV Empire MacColl,Marshall Is.,Tanker,161,IMO 12362,QCC4255,34145,Sandar,PT. Ravera Angkasa Mandiri,Euis,amahaii,Komodo,liver,Italy,,,,F,4,TNI AU,Kpl Layar
Imigran Ilegal,,22/05/2016,02:35,119.6674534,-7.05842588,Laut Flores,MSC Nuria,Saudi Arabia,Kpl Militer,111,IMO 66132,GBV18120,67457,Sandar,PT. Dexter Ekspressindo,Tim Berners,Bagan siapi-api,Gorontalo,Priyanka Chopra,Greece,,,,A,1,KKP,Kpl Selam
Imigran Ilegal,,07/04/2016,21:15,121.8030595,4.33116919,Laut Sulawesi,Histria Coral,Jarvis I.,Tug Boat/Kpl Tunda,171,IMO 31672,OSX132511,11675,Lego,PT. Mekar Lintas Nusa,Schrieffer,Kalianget,Toli-toli,Saint Laurent,Trinidad & Tobago,,,,F,1,TNI AL,Tanker
Imigran Ilegal,,20/11/2016,16:00,125.2473407,-4.82341173,Laut Banda,"Maharshi Vamadeva, LPG Tanker",Gabon,Speed Boat,177,IMO 53759,ETC22019,45234,Lego,PT. Artha Prima Global,Olivia Lubis,Busua,Fak-fak,Dong-Gook,Brazil,,,,A,4,Bea Cukai,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,28/11/2018,18:30,129.1081049,-4.44899719,Laut Banda,SS vedic,Jan Mayen,Supply Ship,160,IMO 83958,VNL25227,17531,Layar,CV. Dwijaya Makmur,Phube,Sanana,Amurang,Adamson,Colombia,,,,E,5,Polri,Kpl Nelayan
Imigran Ilegal,,23/02/2017,20:40,118.0850091,-6.62934141,Laut Flores,SS Cufic,Brunei,Kargo/Barang,104,IMO 27833,BPU82410,64333,Lego,PT. Jaha Buana Lestari,Fanny Bauty,Namrole,Awerange/Barru,Shah III,New Zealand,,,,B,4,TNI,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,14/05/2019,18:35,134.9038016,2.05226125,Laut Halmahera,USS Albireo (AK-90),Croatia,Tongkang,161,IMO 35861,JMS61420,86481,Lego,PT. Aditama Karya Abadi,Gal Bigirimana,Kuala Enok,Ujung Jampea,Austin Butler,Turkey,,,,F,5,TNI AU,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,29/10/2019,04:20,137.5174039,0.11349516,Laut Halmahera,USS Ara (AK-136),Nicaragua,Survey/Kpl Survei,126,IMO 69929,CWH2222,45722,Layar,PT. Rekakurir Eka Dharma,Melina,Dawai,Kolonedale,Nicos Anastasiades,Philippines,,,,D,5,TNI AD,Kpl Selam
Imigran Ilegal,,26/04/2015,21:00,121.5814379,3.21295027,Laut Sulawesi,MS Antenor,Suriname,Survey/Kpl Survei,206,IMO 51614,UPN1471,96528,Lego,PT. Rekakurir Eka Dharma,Philipp August,Tepa,Raha,Amano,Brunei,,,,E,5,Bea Cukai,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,12/06/2016,21:55,120.0084138,-7.89783795,Laut Flores,MV Colombo Express,Brunei,Kpl Layar,157,IMO 24652,MZZ152625,41892,Layar,PT. Indomarco Primata,Dying Fetus,Matutuang,Dumai,Jumadi,Congo,,,,D,2,TNI AD,Kpl Militer
Imigran Ilegal,,02/02/2015,05:55,109.52823,-6.04565,Laut Jawa,Histria Coral,Guinea-Bissau,Kpl Pemerintah,198,IMO 89252,HXD241123,27983,Layar,PT. Makis Indonesia Utama,Ray Kurzweil,Kuala Gaung,Kotabunan,Hutcherson,Christmas I.,,,,B,4,Bea Cukai,Kpl Kayu
Imigran Ilegal,,17/06/2015,02:05,125.8330705,-4.19004352,Laut Banda,SS Tropic ||,Martinique,Speed Boat,150,IMO 69152,NEG222323,89247,Layar,PT. Windu Pratama Courier,Passarella,Belang-Belang,Subi,c,Micronesia,,,,C,6,TNI AU,Speed Boat
Imigran Ilegal,,16/09/2014,07:35,117.4208641,-7.69136271,Laut Flores,LT Cortesia,Norfolk I.,Kpl Pemadam Kebakaran/Fireboat,169,IMO 67169,KIS26152,13294,Layar,PT. Benua Expressindo Utama,Mitsuo,Sintete,Dama,Baba Diawara,Denmark,,,,D,1,TNI,Kargo/Barang
Imigran Ilegal,,29/08/2019,13:55,129.3004355,-5.87523926,Laut Banda,MV Empire MacCabe,Brazil,Tug Boat/Kpl Tunda,186,IMO 34116,FKI19245,26456,Layar,PT. Anggun Cipta Internusa,Egli,Pangkal Balam,Tanjung Moco,McClaren,Kiribati,,,,F,2,TNI AD,Kpl Militer
Imigran Ilegal,,13/06/2014,15:30,106.77347,-6.04987,Laut Jawa,SS Tauric,Tokelau,Kpl Ro-Ro,156,IMO 75185,ZWZ21115,32913,Lego,PT. Cakranusa Mining,Rudi Rubiandini,Elat,Eci,Ibrahim,Papua New Guinea,,,,C,6,TNI AD,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,15/07/2016,03:25,118.6087624,-7.16272081,Laut Flores,MSC Geneva,Austria,Kpl Ro-Ro,215,IMO 32868,GEH182618,93174,Sandar,PT. Perishable Logistics Indonesia,Halilovi,Korido,Benete,Frdric Sammaritano,Tokelau,,,,F,1,TNI AD,Kpl Pengebor/Drillship
Imigran Ilegal,,22/08/2018,23:25,110.7664,-5.12365,Laut Jawa,MV Star Osakana,Qatar,Kpl Pemadam Kebakaran/Fireboat,140,IMO 45854,IQO5106,58386,Layar,PT. Elang Buana Perkasa,Simon Lappin,Waiwuring,Calabai,Cees Paauwe,Dominica,,,,E,6,TNI,Kpl Selam
Imigran Ilegal,,27/09/2016,03:45,122.9926596,3.18751621,Laut Sulawesi,MSC Cordoba,St. Helena,Speed Boat,245,IMO 68383,RZM19911,29259,Layar,PT. Lingga Pos Kirimcepat,Baptiste Pierazzi,Jepara,Giliketapang,Mariappa,Gibraltar,,,,A,3,KKP,Kpl Layar
Imigran Ilegal,,15/07/2016,00:40,118.0333389,-6.98054542,Laut Flores,MSC Leigh,Burundi,Kpl Pemadam Kebakaran/Fireboat,152,IMO 14824,FMZ11613,45843,Sandar,Sendok Piring/Resto,Borovskiy,Marsela,Saketa,Formichetti,St. Helena,,,,B,2,Bakamla,Kpl Nelayan
Imigran Ilegal,,03/07/2018,11:40,121.6685154,4.35515171,Laut Sulawesi,MV Star Osakana,Barbados,Kpl Penyelamat/Lifeboat,215,IMO 28965,KEN2101,87751,Layar,PT. Lingga Pos Kirimcepat,G.A. Siwabessy,Dawi-dawi,Lasalimu,Gonzalo Castro,Equatorial Guinea,,,,D,1,KKP,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,12/11/2017,19:15,127.3208021,-4.77155091,Laut Banda,U-Sea Saskatchewan,South Africa,Supply Ship,230,IMO 87588,KHC141324,59399,Layar,PT. Bintang Buana Kargotama,Boediardjo,Marapokot,Cituis,Britton,Slovakia,,,,B,5,KKP,Kpl Ro-Ro
Imigran Ilegal,,22/11/2016,05:20,133.7425212,0.80544993,Laut Halmahera,Xin Los Angeles,South Africa,Kpl Ro-Ro,201,IMO 76214,CMZ9323,37555,Lego,PT. Dakota Lintas Buana,Martin Temin,Molawe,Marapokot,Yoan Tanamal,Netherlands Antilles,,,,B,3,TNI AD,Kpl Derek/Crane
Imigran Ilegal,,06/03/2017,02:50,118.0355267,-7.42654861,Laut Flores,MV Delight,Cayman Is.,Kpl Pengebor/Drillship,119,IMO 52912,UXJ412,65278,Sandar,PT. Cargo Andalan Nusantara,Nelson Goncalves,Kalibaru,Poom,Sergeyevich Yakovlev,Singapore,,,,E,5,KKP,Kpl Pengebor/Drillship
Imigran Ilegal,,15/02/2015,13:15,110.86693,-4.89339,Laut Jawa,MOL Enterprise,Costa Rica,Kpl Militer,167,IMO 15342,LRM162214,98618,Sandar,Yong,Brent Corrigan,Damar,Ngalipaeng,Nicola,South Georgia & the South Sandwich Is.,,,,A,3,KKP,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,21/10/2019,15:10,116.7849546,-7.29225148,Laut Flores,MS Costa Allegra,Afghanistan,Tanker,209,IMO 16619,JFV51316,62986,Lego,PT. Dakota Lintas Buana,Faure,Depapre,Anggrek,Stanley B.,Western Sahara,,,,F,6,TNI AU,Kpl Pengeruk/Dredger
Imigran Ilegal,,04/05/2019,00:55,126.1571513,-6.34018784,Laut Banda,MS Star Clipper,United Arab Emirates,Kpl Pemadam Kebakaran/Fireboat,139,IMO 87643,BWV192121,23266,Layar,PT. Tata Kelola Mandiri,Hanggini Purinda,Wanci,Rengat/Kuala Cinaku,Fidan Khabibullin,Indonesia,,,,B,6,TNI,Kpl Nelayan
Imigran Ilegal,,30/12/2016,00:25,109.34659,-4.06529,Laut Jawa,CMA CGM Medea,Liechtenstein,Penumpang,158,IMO 18373,RKO1394,99536,Layar,PT. Tpal Ekspres Indonesia,Erison,Kumai,Para,Dena Siti Rohyati,Guatemala,,,,C,5,TNI AU,Kpl Layar
Imigran Ilegal,,04/01/2016,10:20,128.1713512,-5.88662422,Laut Banda,Aranui 3,Greenland,Kpl Pemadam Kebakaran/Fireboat,186,IMO 33943,FPJ20819,96511,Sandar,PT. Ekspresku Internasional Logistik,Hans Streuli,Palipi,Pulau Banyak,Alvon Kurnia Palma,Liechtenstein,,,,F,6,Polri,Kpl Ro-Ro
Imigran Ilegal,,03/01/2019,19:15,119.9308593,-6.95709626,Laut Flores,SS Delphic,St. Pierre & Miquelon,Tug Boat/Kpl Tunda,186,IMO 16372,HKE201717,69284,Layar,PT. Central Express,Prisia Nasution,Pam,Tuhaha,Lucas Barrios,Eritrea,,,,F,6,TNI,Kpl Kayu
Imigran Ilegal,,12/07/2019,20:45,117.5315184,-7.13191481,Laut Flores,SS Afric,Namibia,Kpl Pemadam Kebakaran/Fireboat,192,IMO 34925,BAA18177,74324,Sandar,PT. Benua Expressindo Utama,Reynaldo Bignone,Dompak,Anyer Lor,Bruce Merrifield,Laos,,,,B,5,Bea Cukai,Kpl Pemerintah
Imigran Ilegal,,09/08/2016,17:55,116.8459151,-6.57403826,Laut Flores,MV Empire MacColl,Nauru,Kpl Ro-Ro,154,IMO 28915,HWZ12155,42325,Layar,PD. Maslahat,Dijk,Ujung Jampea,Belinyu,Safyan,Armenia,,,,C,3,TNI AD,Bulker/Kpl Pengangkut Barang Curah
Imigran Ilegal,,31/01/2019,17:45,130.3878834,-6.00590495,Laut Banda,Histria Azure,Guinea-Bissau,Kpl Militer,129,IMO 31587,YRB2910,88151,Sandar,PT. Trimudilah Inti Mandiri,Sri Mulyani,Toboali,Tagulandang,Taketatsu,Vanuatu,,,,A,4,Polri,Kpl Ikan
Imigran Ilegal,,14/09/2019,06:55,135.1126054,0.40978711,Laut Halmahera,MSC Carouge,Lithuania,Kpl Pemadam Kebakaran/Fireboat,250,IMO 27488,TRT3265,25332,Lego,PT. Pelangi Sukses Cemerlang,Cindy Claudia Harahap,Maligano,Petta,Rensing,Mali,,,,B,6,KKP,Kpl Layar
Imigran Ilegal,,06/03/2015,10:45,117.1014256,-6.86347265,Laut Flores,Truelove,Mauritius,Kpl Pengeruk/Dredger,239,IMO 72716,YEV22219,44999,Lego,PT. Risa Pratama Nusantara,Jawaharlal Nehru,Korido,Essang,Camillo,Jordan,,,,E,1,TNI AD,Kpl Pemadam Kebakaran/Fireboat
Imigran Ilegal,,31/01/2014,06:20,130.2209256,-0.08588188,Laut Halmahera,SS Runic ||,Turkmenistan,Kpl Selam,182,IMO 55364,DTP22113,43146,Lego,PT. Alfindo Trans Courier,Joo Havelange,Merauke,Manitingting,der Hoorn,Fiji,,,,A,1,TNI AL,Kpl Kayu
Imigran Ilegal,,29/02/2016,19:55,126.68485,-5.64470196,Laut Banda,SS vedic,Tanzania,Kpl Penyelamat/Lifeboat,127,IMO 45933,NDJ12514,42455,Sandar,PT. Giandres Abadi Express,Avramov,Masalembo,Munte/Likupang Barat,Eui-chul,French Guiana,,,,F,5,Bea Cukai,Survey/Kpl Survei
Imigran Ilegal,,24/10/2018,17:20,109.05137,-4.74539,Laut Jawa,MV Ascension,Mongolia,Bulker/Kpl Pengangkut Barang Curah,208,IMO 79959,JBE17224,35629,Layar,PT. Benua Expressindo Utama,David Meul,Matasiri,Korido,Bruce Merrifield,Romania,,,,C,6,Bakamla,Kargo/Barang
Imigran Ilegal,,12/10/2015,05:40,130.2986991,-4.77830432,Laut Banda,MV Mairangi Bay,Vietnam,Tug Boat/Kpl Tunda,178,IMO 38264,SVE161121,97867,Sandar,PT. Metta Kreasindo,Syed Ahmad,Binongko,Para,Douglass,Cameroon,,,,E,5,Polri,Kpl Ikan
Imigran Ilegal,,07/08/2015,17:30,134.6146437,0.46459627,Laut Halmahera,SS Desabla,Hungary,Supply Ship,191,IMO 17525,EIE32025,57198,Lego,PT. Nirwana Indah Cemerlang,Hofs,Mamboro,Kuala Mendahara,Sertab Erener,Burundi,,,,A,2,Bakamla,Kpl Pengeruk/Dredger
Imigran Ilegal,,23/04/2019,19:05,127.020762,-5.92092461,Laut Banda,MSC Carouge,Norway,Kpl Pesiar,183,IMO 88197,VWU181425,48531,Layar,Yayasan Fajar Taruna Harmonis,Mriam Coln,Jepara,Geser,Michael Pereira,Botswana,,,,E,3,KKP,Kpl Kayu
Imigran Ilegal,,16/12/2019,00:40,109.9815,-6.02205,Laut Jawa,MV Jindal Kamakshi,Honduras,Kpl Pengebor/Drillship,190,IMO 44148,SIM24814,72671,Layar,PT. Perishable Logistics Indonesia,Christopher Tin,Amamapare,Tanjung Batu/Kotabaru,Run D.M.C.,Turkmenistan,,,,B,6,TNI AD,Tanker
Imigran Ilegal,,02/10/2014,16:55,121.0748728,2.97532567,Laut Sulawesi,SS Delphic,Cuba,Tanker,193,IMO 34665,WIM13204,59762,Layar,PT. Indomontas Karya Mandiri,Lita Zein,Lewoleba,Tanjung Api-Api,Saud,Antigua & Barbuda,,,,D,5,Bea Cukai,Kpl Nelayan
Imigran Ilegal,,18/01/2019,08:30,122.6766186,2.13847669,Laut Sulawesi,MV Empire MacKay,Venezuela,Kpl Pengebor/Drillship,136,IMO 43219,JFS8211,88867,Lego,Toko Lili,Leigh Lezark,Pangkalan Bun,Pemenang,Jeremias Nyangun,Sierra Leone,,,,E,1,TNI AL,Kpl Pengebor/Drillship
Imigran Ilegal,,04/09/2016,18:00,109.40034,-5.13281,Laut Jawa,MV Biscaglia,Christmas I.,Kargo/Barang,248,IMO 35557,IZY51520,73557,Layar,PT. Bee Bersama Kargo,Yevhen Selin,Muara Padang,Pemalang,Masahiro,Cook Is.,,,,F,1,TNI AL,Speed Boat
Imigran Ilegal,,25/11/2015,13:10,121.7060076,3.31042264,Laut Sulawesi,MV Resolution Bay,Christmas I.,Kpl Militer,207,IMO 78775,AVY112,87475,Lego,Sinar Abadi Textil,Javier Pinola,Sausapor,Lirung,Ratih Purwasih,Netherlands,,,,B,6,TNI AU,Kpl Nelayan
Imigran Ilegal,,09/07/2019,08:20,111.23444,-4.91864,Laut Jawa,SS Asiatic,North Korea,Kpl Ro-Ro,143,IMO 65464,ITW21618,19277,Layar,PT. Dexter Ekspressindo,Spycher,Boipinang,Tutu Kembong,Sudarman,Turkey,,,,E,5,Polri,Tongkang
Imigran Ilegal,,28/08/2016,23:20,122.0839736,2.47472172,Laut Sulawesi,SS Georgic,Wallis & Futuna,Tongkang,159,IMO 23925,PNT81722,52676,Layar,PT. Daya Adira Mustika,Baszczyski,Maligano,Mamuju,El Tari,New Caledonia,,,,D,6,TNI AD,Kargo/Barang
Imigran Ilegal,,25/09/2016,01:35,121.3914911,3.02862173,Laut Sulawesi,U-Sea Colonsay,Monaco,Tongkang,202,IMO 43317,ACX13825,35326,Sandar,"PT. Wicaksana Overseas International, Tbk",Errol,Biaro,Tepeleo/Tapaleo,N'Koulou,Nauru,,,,C,3,TNI AL,Kpl Peti Kemas/Container
Imigran Ilegal,,05/04/2018,19:50,121.0793353,2.57213126,Laut Sulawesi,LNG Finima,Slovakia,Kpl Pengebor/Drillship,120,IMO 51352,OLG101613,42441,Sandar,PT. Lintas Expressindo Nusantara,Zaur Kunizhev,Tuhaha,Bagan Asahan,Eddie Alderson,Cook Is.,,,,D,2,Polri,Tug Boat/Kpl Tunda
Imigran Ilegal,,31/03/2017,03:35,120.3459467,3.53129561,Laut Sulawesi,SS Runic,Palau,Kpl Layar,195,IMO 39879,HSJ23422,83231,Lego,Toko Lili,Trashorras,Cituis,Kadatua,Johnny Simmons,Cuba,,,,C,4,TNI AD,Survey/Kpl Survei
Imigran Ilegal,,27/03/2015,22:00,130.0122596,-6.15651794,Laut Banda,SS Arthur M. Anderson,Timor-Leste,Kpl Pemerintah,184,IMO 37461,YYP25166,32729,Layar,PT. Kum Sung Prima Sentosa,Teofisto Guingona,Dapalan,Sungai Nyamuk/Sebatik,Cees ten,Belarus,,,,B,3,Bea Cukai,Kpl Militer
Imigran Ilegal,,10/10/2017,02:50,129.0400475,-6.72101167,Laut Banda,NYK Vega,Sri Lanka,Kpl Pengebor/Drillship,214,IMO 52193,GJF447,27485,Lego,PT. Buana Tirta,Seweryn,Dobo,Giliketapang,M. Goodwill Zubir,Cyprus,,,,A,3,KKP,Speed Boat
Imigran Ilegal,,15/09/2019,05:15,119.7126787,-7.61909705,Laut Flores,MV Virginian (T-AK 9205),Cocos Is.,Kpl Nelayan,117,IMO 37685,GEJ9522,72521,Lego,PD. Elang Jaya,Georges Andr Chevallaz,Kalatoa,Kahakitang,Philippe Coutinho,Palau,,,,E,6,TNI AL,Kpl Selam
Imigran Ilegal,,22/04/2019,16:15,124.5997463,3.36658489,Laut Sulawesi,SS Bovic,Mauritania,Kargo/Barang,204,IMO 76282,XUZ71714,47977,Lego,PT. Daya Adira Mustika,J. R. R. Tolkien,Gorontalo,Bintuhan/Linau,Hengky Ardiles,Congo,,,,B,3,TNI,Tongkang
Imigran Ilegal,,21/02/2015,22:15,120.3727062,2.66546795,Laut Sulawesi,SS Arthur M. Anderson,Andorra,Kpl Pemadam Kebakaran/Fireboat,246,IMO 72183,PBT162326,94653,Lego,PT. Hero Super Market ,Rick ten,Dawai,Kasipute,Matt Prokop,Aruba,,,,E,6,Bea Cukai,Kpl Layar
Imigran Ilegal,,30/01/2018,04:15,107.04952,-4.36292,Laut Jawa,MSC Napoli,Turks & Caicos Is.,Kpl Derek/Crane,123,IMO 19749,IQI3174,51857,Layar,PT. Nafiri Fajar Kemilau,Peppen,Falabisahaya,Wulandoni,al-Fayed,Congo,,,,C,6,TNI AL,Tanker
Imigran Ilegal,,30/10/2017,21:35,119.0619653,-7.54405454,Laut Flores,Seabulk Pride,Mayotte,Kpl Militer,242,IMO 45777,SQX6162,27839,Lego,PD. Maslahat,Hussein Onn,Lawele,Wamengkoli,Young-jin,Barbados,,,,B,2,Polri,Kpl Ikan
Imigran Ilegal,,21/05/2018,03:20,136.8344179,1.84995761,Laut Halmahera,MV Sea Empress,Montserrat,Kpl Penyelamat/Lifeboat,188,IMO 21764,UQR2281,43293,Layar,PT. Dexter Ekspressindo,Soerachman,Yenggarbun,Kalianda,Mouhamadou Dabo,Bhutan,,,,B,1,TNI,Kpl Militer
Imigran Ilegal,,02/12/2018,10:50,106.65309,-5.03149,Laut Jawa,USS Arided (AK-73),Vietnam,Kpl Selam,106,IMO 82999,OMN953,61778,Layar,PT. Suryana Istana Pasundan,Gueiler,Pigaraja,Carik,Ahmad bin Billah,Brazil,,,,D,2,KKP,Speed Boat
Imigran Ilegal,,10/04/2015,14:00,108.49241,-5.03254,Laut Jawa,SS Cufic,Mongolia,Kpl Peti Kemas/Container,149,IMO 46552,JEI25149,87191,Lego,Sendok Piring/Resto,Rausch,Teluk Sigintung/Seruyan,Sungai Guntung,Gordon Brown,Pitcairn Is.,,,,F,3,TNI AL,Tongkang
Imigran Ilegal,,04/02/2019,02:50,127.2472002,-5.1588377,Laut Banda,Aranui 3,South Georgia & the South Sandwich Is.,Kpl Selam,133,IMO 64751,LWX2256,11623,Lego,PT. Elnusa Petrofin,Tisdale,Sadai,Talaga Raya,Burt Hummel,French Southern & Antarctic Lands,,,,F,6,TNI AD,Kpl Penyelamat/Lifeboat
Imigran Ilegal,,06/02/2019,16:25,120.705189,2.26389306,Laut Sulawesi,Biruinta,Finland,Kpl Militer,219,IMO 88889,QPQ4246,58346,Layar,PT. Solid Express Global,Martn Vzquez,Pangkalan Bun,Pota,Robert Mugabe,Western Sahara,,,,B,6,Bakamla,Kpl Ro-Ro
Imigran Ilegal,,24/04/2016,03:40,111.24369,-5.01042,Laut Jawa,MV Amastra,Pitcairn Is.,Kpl Ro-Ro,193,IMO 26987,DII6225,24987,Lego,PT. Kereta Api Logistik,Abdul Kader Keta,Talaga Raya,Calabai,Vety,Mongolia,,,,E,2,Bea Cukai,Kpl Layar
Imigran Ilegal,,04/01/2018,01:50,130.1397848,1.64274714,Laut Halmahera,MT Trochus,Lebanon,Kpl Derek/Crane,216,IMO 18492,NJT221924,45843,Layar,PT. Ekspresku Internasional Logistik,Eiji Toyoda,Tifure,Sampang,Andr Chevallaz,Liechtenstein,,,,B,6,Bea Cukai,Supply Ship
Imigran Ilegal,,18/08/2015,09:45,118.0962781,-7.26737483,Laut Flores,SS Ionic,Turks & Caicos Is.,Penumpang,213,IMO 11122,JJI61011,73629,Sandar,PD. Guma Karya,Eugne Ionesco,Mesuji/Lampung,Sangkulirang,Andrea Stramaccioni,Kenya,,,,A,1,TNI AU,Kpl Pemerintah
Imigran Ilegal,,07/12/2017,02:15,137.6875608,0.860603,Laut Halmahera,Hudson Cavalier,Jarvis I.,Kpl Militer,156,IMO 78775,NOQ4195,96742,Lego,PT. Indo Efti,Sergei Ostapchuk,Cilacap,Nusa Penida (Toyapakeh),Sylvan Ebanks,Iran,,,,D,3,TNI,Kpl Nelayan
Imigran Ilegal,,27/10/2018,18:05,109.91088,-3.7717,Laut Jawa,SS American Victory,Uruguay,Survey/Kpl Survei,182,IMO 44537,JKO25518,98867,Layar,PD. Anugerah Sejati,Sertab Erener,Jayapura,Gorontalo,Arief Muhammad,Timor-Leste,,,,A,2,Polri,Tug Boat/Kpl Tunda
Imigran Ilegal,,08/06/2017,04:45,121.2622728,1.86893001,Laut Sulawesi,"TSS Golfito, banana boat of Fyffes Line",Vietnam,Penumpang,101,IMO 34945,OHM21521,98316,Lego,Agung Jaya,Josefa Iloilo,Wayabula/Posi-Posi,Teluk Leidong,Souma,Oman,,,,A,3,Bakamla,Kargo/Barang
Imigran Ilegal,,31/01/2014,02:25,136.585554,1.02354152,Laut Halmahera,MT Sidsel Knutsen,Singapore,Kpl Pemerintah,175,IMO 36971,YMK242614,67457,Layar,PT. Manggala Jaya Makmur,Hedi,Gilimanuk,Essang,Chaigneau,South Georgia & the South Sandwich Is.,,,,F,1,Polri,Kpl Layar
Imigran Ilegal,,17/06/2019,12:10,122.0440357,1.87356337,Laut Sulawesi,"Gudrun Mærsk, container ship for Maersk Line",Thailand,Tug Boat/Kpl Tunda,220,IMO 75149,CZX12422,61169,Layar,PT. Abiyah Pratama,Kevin McHale,Rengat/Kuala Cinaku,Labuhan,Luhrmann,Poland,,,,F,2,TNI AU,Survey/Kpl Survei
